Par_name Par_value Par_error
Xray-peak 100 98
centroid 100.017 99.2068
concentration 0.0793238 0.0088278
M20 -0.577652 0.031642
Cas 1.79609 0.07767
cAs 1.74382 0.01935
caS 1.50149 0.009105
ww 0.0082090602 0.0034913
ell 0.98807532 0.028142
PA -60.2230 16.3028
P10 2.06394e-05 1.91726e-05
P20 3.26403e-06 3.78865e-06
P30 8.28935e-07 9.98296e-07
P40 4.40359e-07 5.63076e-07
