Par_name Par_value Par_error
Xray-peak 48 46
centroid 46.7615 47.0917
concentration 0.114679 0.0155998
M20 -0.594151 0.066551
Cas 2.24195 0.24313
cAs 1.59174 0.039805
caS 1.39450 0.027605
ww 0.015617735 0.00559835
ell 0.95103830 0.0395925
PA 35.4307 73.1029
P10 0.000270014 0.000149277
P20 4.99927e-06 1.29756e-05
P30 9.95067e-07 4.83783e-06
P40 3.76575e-06 4.14781e-06
