Par_name Par_value Par_error
Xray-peak 38 36
centroid 37.1786 35.9357
concentration 0.121429 0.0265571
M20 -0.549002 0.100018
Cas 2.34302 0.13401
cAs 1.62143 0.051395
caS 1.38493 0.031415
ww 0.012054643 0.0060681
ell 0.93925036 0.064958
PA 64.3681 12.0504
P10 0.000132154 0.000154242
P20 6.19225e-05 6.00381e-05
P30 8.53011e-06 1.02577e-05
P40 4.77500e-06 5.3027e-06
